,relationship,hematokrit,alp,indicator,etytr,hbver,weight,er-cv,leukocyty,hemoglobin,erytrocyty,trombocyty,smoker,alt,ssn,ast,residence,name,company,birthdate,sex,blood_group,address,race
507,married,5.08481,77.36679,0.0,4.75137,5.50432,53.57716,67.58528,3.76619,6.88225,4.5619,4.30964,N,3.1288,669-41-0564,53.4673,"USS Smith
FPO AE 48672",David Warren,Butler-James,10/18/1996,M,A+,"PSC 9898, Box 3831
APO AE 09546",Black
508,single,7.28931,64.44381,1.0,5.36772,6.66215,30.39025,43.77576,4.88869,5.28385,7.78921,5.75034,N,4.45535,669-41-0564,70.2624,"USS Smith
FPO AE 48672",David Warren,Butler-James,10/18/1996,M,A+,"PSC 9898, Box 3831
APO AE 09546",Black
509,single,5.39694,79.42443,1.0,4.48537,7.35788,22.2264,43.80742,7.26031,5.64619,8.62148,6.66753,N,7.88458,736-21-0476,50.57578,"442 Stephen Green Suite 000
Halltown, CA 05012",Seth Moore,"Schmidt, Jackson and Bush",03/24/1996,M,O+,"49156 Perry Plains Apt. 748
Gilbertside, NJ 24539",White
510,married,2.47848,78.21379,0.0,6.06168,4.81259,98.73011,48.39223,5.12651,5.63697,8.00439,6.19796,N,4.86881,736-21-0476,55.81902,"442 Stephen Green Suite 000
Halltown, CA 05012",Seth Moore,"Schmidt, Jackson and Bush",03/24/1996,M,O+,"49156 Perry Plains Apt. 748
Gilbertside, NJ 24539",White
511,widowed,7.93238,85.73108,1.0,3.18638,7.6223,90.74774,52.90268,4.92878,6.19368,6.14533,6.075,Y,2.37045,172-17-8485,63.30774,"88950 Kathryn Isle Apt. 490
West Jaime, CA 38184",Kristi Baker,"Johnson, Moore and Bartlett",01/16/1979,F,AB-,"7614 Wilson Burgs Suite 321
East Kaitlinside, UT 71800",Asian
512,married,8.77796,86.99627,1.0,4.64366,4.9716,18.61297,43.43709,7.78163,5.81374,5.74014,5.98272,N,2.37022,172-17-8485,51.93709,"88950 Kathryn Isle Apt. 490
West Jaime, CA 38184",Kristi Baker,"Johnson, Moore and Bartlett",01/16/1979,F,AB-,"7614 Wilson Burgs Suite 321
East Kaitlinside, UT 71800",Asian
513,divorced,4.99171,39.32379,0.0,4.53541,5.83962,28.78728,42.45383,4.84259,4.3169,6.78988,5.98584,N,1.61806,172-17-8485,74.23261,"88950 Kathryn Isle Apt. 490
West Jaime, CA 38184",Kristi Baker,"Johnson, Moore and Bartlett",01/16/1979,F,AB-,"7614 Wilson Burgs Suite 321
East Kaitlinside, UT 71800",Asian
514,separated,7.74079,80.82201,1.0,5.1024,5.15132,27.84997,58.76649,4.09225,5.73218,7.28884,7.04992,N,3.3847,172-17-8485,77.14934,"88950 Kathryn Isle Apt. 490
West Jaime, CA 38184",Kristi Baker,"Johnson, Moore and Bartlett",01/16/1979,F,AB-,"7614 Wilson Burgs Suite 321
East Kaitlinside, UT 71800",Asian
515,married,6.91034,68.2493,1.0,3.09986,5.93049,49.51872,33.15379,3.3137,5.34743,7.79335,5.69635,N,4.22865,033-70-0645,50.70519,"44467 Wiggins Ramp
Leahshire, MI 68945",John Goodwin,Mason-Watts,12/10/1964,M,A-,"7506 Mark Pines
Crystalbury, FL 66130",White
516,widowed,6.17903,80.95302,1.0,4.09851,5.66017,-8.33637,57.10525,5.25727,6.9402,7.95334,3.92757,Y,4.29987,033-70-0645,74.09853,"44467 Wiggins Ramp
Leahshire, MI 68945",John Goodwin,Mason-Watts,12/10/1964,M,A-,"7506 Mark Pines
Crystalbury, FL 66130",White
517,nop,5.39292,62.03922,0.0,3.49531,6.61235,36.92457,32.13709,4.61018,7.44991,3.81118,7.72728,Y,1.62823,033-70-0645,67.34874,"44467 Wiggins Ramp
Leahshire, MI 68945",John Goodwin,Mason-Watts,12/10/1964,M,A-,"7506 Mark Pines
Crystalbury, FL 66130",White
518,married,9.68296,42.95392,1.0,7.75232,6.17598,142.01865,31.75995,3.94865,7.81892,6.43697,7.45511,N,1.63028,762-05-9327,55.49347,"875 Jessica Locks Apt. 650
Jamesmouth, TX 21170",Frank Huffman,"Rivers, Roberts and Adams",08/24/1942,M,AB+,"025 Quinn Forge Apt. 233
West Matthewside, ND 85922",Black
519,divorced,8.81524,83.09634,1.0,5.19195,4.72053,60.19744,77.10345,8.50953,6.07597,6.07487,7.74513,N,2.35681,762-05-9327,57.06363,"875 Jessica Locks Apt. 650
Jamesmouth, TX 21170",Frank Huffman,"Rivers, Roberts and Adams",08/24/1942,M,AB+,"025 Quinn Forge Apt. 233
West Matthewside, ND 85922",Black
520,widowed,6.24265,51.49344,0.0,5.00325,6.18712,81.04714,56.37175,4.71254,4.97694,4.58034,6.0175,N,1.78962,762-05-9327,60.94765,"875 Jessica Locks Apt. 650
Jamesmouth, TX 21170",Frank Huffman,"Rivers, Roberts and Adams",08/24/1942,M,AB+,"025 Quinn Forge Apt. 233
West Matthewside, ND 85922",Black
521,divorced,7.62685,68.62647,0.0,5.53639,6.53261,104.82541,66.51154,6.63616,5.48304,7.23024,7.1286,Y,3.3929,102-25-3796,52.35842,"25496 Howell Valley Apt. 069
Donaldport, LA 85289",Christopher Moran,"Mays, Wagner and Skinner",04/14/1959,M,A+,"65540 Pham Fort Apt. 053
Barryland, WV 99920",Asian
522,married,4.71297,82.03811,0.0,4.91971,7.98794,41.13161,46.75853,3.72081,5.68539,4.77026,7.00964,N,1.93371,102-25-3796,62.29574,"25496 Howell Valley Apt. 069
Donaldport, LA 85289",Christopher Moran,"Mays, Wagner and Skinner",04/14/1959,M,A+,"65540 Pham Fort Apt. 053
Barryland, WV 99920",Asian
523,divorced,4.39861,65.22806,1.0,4.17424,5.43143,96.89235,58.52637,8.17155,5.19992,8.75586,3.98148,N,7.94087,102-25-3796,56.071,"25496 Howell Valley Apt. 069
Donaldport, LA 85289",Christopher Moran,"Mays, Wagner and Skinner",04/14/1959,M,A+,"65540 Pham Fort Apt. 053
Barryland, WV 99920",Asian
524,separated,4.10878,64.55228,0.0,5.03143,3.84379,100.30718,47.33606,4.80095,5.13965,7.47619,6.69655,N,4.57165,309-53-5881,70.61441,"PSC 9501, Box 9819
APO AP 94721",Evan Randall,Jones and Sons,07/26/1969,M,A+,"1924 Darren Forks Apt. 440
East Melissa, MT 82416",Asian
525,married,9.3473,87.25277,1.0,6.27566,6.04873,38.49999,20.77826,3.80044,6.20934,6.6101,6.96437,N,2.81552,309-53-5881,71.29358,"PSC 9501, Box 9819
APO AP 94721",Evan Randall,Jones and Sons,07/26/1969,M,A+,"1924 Darren Forks Apt. 440
East Melissa, MT 82416",Asian
526,married,7.09769,52.13451,1.0,4.33529,7.66776,52.7162,56.61891,9.03345,7.69756,6.679,6.31224,Y,2.43111,309-53-5881,62.09516,"PSC 9501, Box 9819
APO AP 94721",Evan Randall,Jones and Sons,07/26/1969,M,A+,"1924 Darren Forks Apt. 440
East Melissa, MT 82416",Asian
527,single,7.02133,72.10562,0.0,2.6869,5.7903,97.14289,68.66139,5.08343,5.47621,2.95163,7.69394,N,2.17688,882-23-3619,70.44391,"874 Fox Ranch
New Karenburgh, ME 63324",Jennifer White,"Butler, Hunt and Klein",11/27/1956,F,B-,"219 Daniel Estate Apt. 213
North Cynthiaview, AL 61294",Black
528,nop,9.72874,80.80332,1.0,3.82293,6.36078,34.92828,44.5081,6.61714,5.70055,5.10061,4.66877,N,1.75209,882-23-3619,59.88451,"874 Fox Ranch
New Karenburgh, ME 63324",Jennifer White,"Butler, Hunt and Klein",11/27/1956,F,B-,"219 Daniel Estate Apt. 213
North Cynthiaview, AL 61294",Black
529,single,8.24132,66.31116,1.0,4.30437,5.67944,58.37077,35.02157,6.52986,4.94221,6.38416,6.04342,Y,2.12391,882-23-3619,73.02476,"874 Fox Ranch
New Karenburgh, ME 63324",Jennifer White,"Butler, Hunt and Klein",11/27/1956,F,B-,"219 Daniel Estate Apt. 213
North Cynthiaview, AL 61294",Black
530,married,4.72184,65.01028,0.0,3.89864,4.88215,33.57894,52.33746,6.0973,7.36666,4.46548,5.4072,N,1.70461,882-23-3619,59.30517,"874 Fox Ranch
New Karenburgh, ME 63324",Jennifer White,"Butler, Hunt and Klein",11/27/1956,F,B-,"219 Daniel Estate Apt. 213
North Cynthiaview, AL 61294",Black
531,divorced,6.71767,82.69711,1.0,3.89906,7.73236,57.50035,35.43472,4.19499,6.2068,8.45796,6.37346,N,6.34747,728-30-6011,69.96407,"2782 Scott Forks Apt. 643
Williamsburgh, MA 68256",Miss Katelyn Sullivan,Harris Ltd,10/22/1944,F,AB+,"1964 Robert Valleys
Lake Aarontown, IN 24332",White
532,married,6.689,46.83239,1.0,4.34903,6.01328,83.24999,35.16858,7.84601,7.75813,7.27585,6.38043,Y,3.21136,728-30-6011,58.25002,"2782 Scott Forks Apt. 643
Williamsburgh, MA 68256",Miss Katelyn Sullivan,Harris Ltd,10/22/1944,F,AB+,"1964 Robert Valleys
Lake Aarontown, IN 24332",White
533,married,4.75678,84.7013,0.0,5.05818,5.73059,15.48499,42.80085,4.67369,6.04286,7.23035,6.51898,Y,2.75934,728-30-6011,90.17808,"2782 Scott Forks Apt. 643
Williamsburgh, MA 68256",Miss Katelyn Sullivan,Harris Ltd,10/22/1944,F,AB+,"1964 Robert Valleys
Lake Aarontown, IN 24332",White
534,divorced,7.50434,76.6145,1.0,4.08525,6.04953,134.05322,51.54742,4.06016,5.71502,6.09045,7.66404,Y,2.18404,854-70-2762,58.55487,"85964 Moore Circles Suite 937
Boydstad, TN 70746",John Roberts,"Quinn, Graves and Davila",11/17/1989,M,B+,"5165 Christopher Crossing Suite 717
Benjaminhaven, NM 54528",White
535,married,6.91486,74.33143,1.0,5.04491,7.1753,71.5072,52.61417,5.64354,5.60806,7.7521,6.19303,N,4.20208,854-70-2762,65.24451,"85964 Moore Circles Suite 937
Boydstad, TN 70746",John Roberts,"Quinn, Graves and Davila",11/17/1989,M,B+,"5165 Christopher Crossing Suite 717
Benjaminhaven, NM 54528",White
536,single,5.27525,52.09475,1.0,1.566,5.43515,101.31292,31.50507,4.19777,4.72771,9.10327,6.65531,Y,12.06995,854-70-2762,71.67098,"85964 Moore Circles Suite 937
Boydstad, TN 70746",John Roberts,"Quinn, Graves and Davila",11/17/1989,M,B+,"5165 Christopher Crossing Suite 717
Benjaminhaven, NM 54528",White
537,nop,6.10523,84.66556,1.0,6.06735,4.96552,92.33453,46.4968,6.88224,5.95068,7.59938,3.78231,N,4.21417,686-20-4594,73.9633,"7391 Mark Field Apt. 019
Lawrenceborough, PA 99094",Jack Todd,Stark-Brown,06/16/2018,M,A-,"Unit 1392 Box 8853
DPO AP 87638",White
538,widowed,8.39998,82.9739,1.0,5.25695,6.3709,72.6059,52.18254,3.64234,6.0231,6.9009,5.81686,N,2.95202,686-20-4594,60.3403,"7391 Mark Field Apt. 019
Lawrenceborough, PA 99094",Jack Todd,Stark-Brown,06/16/2018,M,A-,"Unit 1392 Box 8853
DPO AP 87638",White
539,married,8.12724,91.13039,1.0,6.55269,4.38435,59.17535,50.25685,4.86236,6.24372,8.24318,5.60575,N,5.40822,686-20-4594,50.10353,"7391 Mark Field Apt. 019
Lawrenceborough, PA 99094",Jack Todd,Stark-Brown,06/16/2018,M,A-,"Unit 1392 Box 8853
DPO AP 87638",White
540,married,9.38532,45.8081,1.0,4.60188,5.89565,83.87446,47.51173,7.39922,7.93246,5.55022,5.39149,Y,2.04419,686-20-4594,62.49943,"7391 Mark Field Apt. 019
Lawrenceborough, PA 99094",Jack Todd,Stark-Brown,06/16/2018,M,A-,"Unit 1392 Box 8853
DPO AP 87638",White
541,married,5.93208,90.4189,0.0,3.97709,5.39223,37.5098,47.87558,4.31911,5.94903,6.69705,6.58835,Y,2.60343,603-61-0014,70.65876,"67474 Payne Avenue Apt. 052
Port Julia, DC 19414",Jennifer Moore,"Gill, Wilkerson and Martinez",07/02/1990,F,AB+,"7046 Spencer Rapids Apt. 275
Kristopherland, WV 22253",White
542,divorced,9.40233,50.81377,1.0,1.28734,6.35606,56.46074,54.10625,7.16382,7.75079,3.89707,6.79326,Y,1.08322,603-61-0014,78.57291,"67474 Payne Avenue Apt. 052
Port Julia, DC 19414",Jennifer Moore,"Gill, Wilkerson and Martinez",07/02/1990,F,AB+,"7046 Spencer Rapids Apt. 275
Kristopherland, WV 22253",White
543,divorced,10.11946,52.35433,1.0,4.09327,4.61548,81.14374,43.85665,5.95447,5.00805,5.05169,5.52408,Y,2.19335,603-61-0014,64.63625,"67474 Payne Avenue Apt. 052
Port Julia, DC 19414",Jennifer Moore,"Gill, Wilkerson and Martinez",07/02/1990,F,AB+,"7046 Spencer Rapids Apt. 275
Kristopherland, WV 22253",White
544,single,3.84329,24.11389,1.0,3.33101,7.00777,15.30807,46.74967,7.89301,8.54542,5.66877,6.23957,N,1.96581,653-19-6780,81.78536,"222 Wood Ferry
North Courtney, RI 44660",Eric Knox,Moreno Group,12/20/1960,M,AB+,"201 Jerry Vista
Port Jonathan, TX 63358",Black
545,nop,5.66532,80.85989,0.0,4.32975,4.95963,29.87587,56.70732,4.60121,5.72586,7.07507,4.51935,Y,3.61006,653-19-6780,67.94527,"222 Wood Ferry
North Courtney, RI 44660",Eric Knox,Moreno Group,12/20/1960,M,AB+,"201 Jerry Vista
Port Jonathan, TX 63358",Black
546,single,9.10581,72.60178,1.0,5.52585,5.57227,50.32795,43.23822,2.37298,5.24503,8.39714,7.79822,Y,6.46077,653-19-6780,71.96054,"222 Wood Ferry
North Courtney, RI 44660",Eric Knox,Moreno Group,12/20/1960,M,AB+,"201 Jerry Vista
Port Jonathan, TX 63358",Black
547,single,4.67176,77.85937,0.0,5.24436,6.40225,77.40731,54.54756,4.84943,5.61585,4.97542,4.10702,N,1.80892,385-46-4365,45.44236,"305 Wallace Drives
Kimberlyfurt, LA 10755",Amy Gutierrez,"Ross, Hansen and Parker",09/11/1926,F,AB+,"287 James Avenue Apt. 309
West Kimberly, IL 41919",Black
548,married,6.59675,15.624,1.0,5.646,6.57107,45.91075,40.62036,5.97578,3.78227,7.26149,5.18746,N,3.41213,385-46-4365,60.28699,"305 Wallace Drives
Kimberlyfurt, LA 10755",Amy Gutierrez,"Ross, Hansen and Parker",09/11/1926,F,AB+,"287 James Avenue Apt. 309
West Kimberly, IL 41919",Black
549,nop,4.67692,20.19828,1.0,6.08526,6.4023,45.93483,32.07303,6.70883,4.01232,9.57689,5.53389,N,16.72044,385-46-4365,85.52491,"305 Wallace Drives
Kimberlyfurt, LA 10755",Amy Gutierrez,"Ross, Hansen and Parker",09/11/1926,F,AB+,"287 James Avenue Apt. 309
West Kimberly, IL 41919",Black
550,married,9.13632,79.39212,1.0,4.90312,6.17324,40.92176,51.37602,6.04674,7.06123,6.17295,5.19807,Y,1.63228,331-65-2407,42.13973,"10166 Snyder Oval
Andrewton, VT 66370",Sabrina Norton,Perez-Kelly,04/08/1968,F,O+,"6823 Greg Turnpike Suite 324
Melissamouth, AR 19524",Black
551,married,4.54045,16.92115,0.0,5.24017,5.42588,107.9198,40.06249,4.45799,3.31517,8.12664,5.00381,Y,5.88947,331-65-2407,85.72741,"10166 Snyder Oval
Andrewton, VT 66370",Sabrina Norton,Perez-Kelly,04/08/1968,F,O+,"6823 Greg Turnpike Suite 324
Melissamouth, AR 19524",Black
552,married,2.80781,93.69951,0.0,5.99385,5.98049,106.83446,32.84799,4.82617,6.43719,8.41481,6.03398,N,7.02519,331-65-2407,62.06291,"10166 Snyder Oval
Andrewton, VT 66370",Sabrina Norton,Perez-Kelly,04/08/1968,F,O+,"6823 Greg Turnpike Suite 324
Melissamouth, AR 19524",Black
553,single,4.62837,74.4199,0.0,2.41641,4.60606,100.62055,49.34848,5.50204,7.09146,3.32136,6.21542,N,2.24088,836-32-8079,67.11825,"4811 James Heights Suite 652
Danielleberg, AK 11180",Kenneth Dickson,"Guzman, Tanner and Lee",02/22/1918,M,AB+,"6822 Linda Bridge
Christopherbury, AZ 64420",White
554,divorced,4.49823,86.22188,0.0,4.88235,4.50241,101.57489,14.98665,4.84306,6.06899,7.05805,6.90959,Y,2.30366,836-32-8079,55.53135,"4811 James Heights Suite 652
Danielleberg, AK 11180",Kenneth Dickson,"Guzman, Tanner and Lee",02/22/1918,M,AB+,"6822 Linda Bridge
Christopherbury, AZ 64420",White
555,married,4.28841,70.24848,0.0,5.07042,5.58349,124.21548,40.43831,4.85554,5.4248,7.3049,6.11087,N,3.3875,836-32-8079,54.19454,"4811 James Heights Suite 652
Danielleberg, AK 11180",Kenneth Dickson,"Guzman, Tanner and Lee",02/22/1918,M,AB+,"6822 Linda Bridge
Christopherbury, AZ 64420",White
556,divorced,5.10517,31.54258,0.0,5.35103,5.62793,46.85149,49.40741,5.53475,4.29328,5.07203,7.15936,Y,1.86184,836-32-8079,55.4834,"4811 James Heights Suite 652
Danielleberg, AK 11180",Kenneth Dickson,"Guzman, Tanner and Lee",02/22/1918,M,AB+,"6822 Linda Bridge
Christopherbury, AZ 64420",White
557,single,4.38423,79.96286,0.0,4.11312,5.40244,79.10014,50.02715,3.65088,7.07624,4.38941,4.70221,N,1.77071,277-59-2362,75.17611,"029 Chaney Inlet
Maxmouth, SD 25087",Vincent George,"Stewart, Bird and Simpson",08/08/1997,M,O+,"910 Johnson Village
South Mark, UT 86498",Asian
558,married,8.3658,73.05921,1.0,6.81687,4.02972,53.66753,44.97962,4.584,5.22204,7.56268,6.02987,N,2.89167,277-59-2362,68.78009,"029 Chaney Inlet
Maxmouth, SD 25087",Vincent George,"Stewart, Bird and Simpson",08/08/1997,M,O+,"910 Johnson Village
South Mark, UT 86498",Asian
559,divorced,6.81343,84.79398,0.0,3.70347,5.5113,96.61913,47.95615,3.75098,6.07499,7.25707,6.37926,Y,2.68718,277-59-2362,58.91118,"029 Chaney Inlet
Maxmouth, SD 25087",Vincent George,"Stewart, Bird and Simpson",08/08/1997,M,O+,"910 Johnson Village
South Mark, UT 86498",Asian
560,single,4.72378,76.23256,0.0,3.8458,5.02216,82.23762,56.68993,4.93345,5.48732,4.235,6.5267,Y,2.28979,653-60-2008,68.21201,"56424 Walker Turnpike Apt. 537
Lake Ericbury, OK 11761",Julian King,"Harrison, Hernandez and Morrow",06/15/2015,M,O+,"32403 Charlotte Shores
Thomaston, MT 28211",White
561,divorced,7.26126,85.58883,1.0,3.59106,5.53959,146.92916,52.7863,3.59818,6.07142,6.98737,6.16548,Y,3.02639,653-60-2008,67.24043,"56424 Walker Turnpike Apt. 537
Lake Ericbury, OK 11761",Julian King,"Harrison, Hernandez and Morrow",06/15/2015,M,O+,"32403 Charlotte Shores
Thomaston, MT 28211",White
562,married,6.1105,57.61292,1.0,5.51605,5.2577,92.36134,50.42626,6.54361,4.88106,7.89692,6.93643,Y,3.93423,653-60-2008,60.62712,"56424 Walker Turnpike Apt. 537
Lake Ericbury, OK 11761",Julian King,"Harrison, Hernandez and Morrow",06/15/2015,M,O+,"32403 Charlotte Shores
Thomaston, MT 28211",White
563,married,4.21042,81.51715,0.0,5.58346,7.99974,34.5473,48.24835,4.48656,6.21453,8.37474,6.52231,N,6.41314,808-35-7465,62.3947,"1852 Middleton Rapid
Josephhaven, AZ 86438",Joshua Curtis,Davis-Barton,05/22/2018,M,O-,"133 Nicholas Alley Apt. 061
West Jamie, AK 05247",Hawaiian
564,single,3.74344,73.88905,0.0,5.64418,5.94558,32.97221,56.23812,5.41984,5.42099,5.55505,7.26523,Y,2.46691,808-35-7465,56.193,"1852 Middleton Rapid
Josephhaven, AZ 86438",Joshua Curtis,Davis-Barton,05/22/2018,M,O-,"133 Nicholas Alley Apt. 061
West Jamie, AK 05247",Hawaiian
565,divorced,5.59055,29.38869,1.0,5.37726,6.44216,74.05559,21.30983,6.78598,4.34198,7.98003,6.24912,N,5.82652,808-35-7465,71.61328,"1852 Middleton Rapid
Josephhaven, AZ 86438",Joshua Curtis,Davis-Barton,05/22/2018,M,O-,"133 Nicholas Alley Apt. 061
West Jamie, AK 05247",Hawaiian
566,married,6.36546,84.69524,1.0,5.43063,7.32175,89.23858,50.22263,7.17738,6.76825,8.14943,6.0151,N,5.10071,449-25-2748,76.06574,"1566 Evans Forks
North Christopher, WY 29370",Sonya Spence,Butler-Pham,01/23/1989,F,O+,"42601 Gomez Pines
Michelefort, IL 79468",White
567,single,7.44113,85.69145,1.0,6.15168,6.31045,59.4047,61.43317,5.71056,6.76233,7.32585,5.82337,N,3.36188,449-25-2748,71.87569,"1566 Evans Forks
North Christopher, WY 29370",Sonya Spence,Butler-Pham,01/23/1989,F,O+,"42601 Gomez Pines
Michelefort, IL 79468",White
568,divorced,6.92455,59.93122,0.0,4.27723,4.35752,58.4429,57.03096,5.88493,7.50881,4.04285,5.16784,Y,1.39339,449-25-2748,65.61037,"1566 Evans Forks
North Christopher, WY 29370",Sonya Spence,Butler-Pham,01/23/1989,F,O+,"42601 Gomez Pines
Michelefort, IL 79468",White
569,widowed,4.8499,35.18969,1.0,3.0618,7.47131,22.61155,62.18821,6.08402,4.53832,6.74129,4.83608,N,2.24524,772-99-6420,61.47393,"863 Daniel Neck
West Tamiville, VT 64640",Clayton Choi,"Fleming, Mejia and Garcia",03/14/1936,M,B+,"57846 Lawrence Shoals Apt. 064
West Jenniferville, NV 69550",Black
570,separated,7.57057,64.9136,1.0,3.81163,5.8234,74.1722,61.72797,3.30707,5.1759,7.14017,4.089,N,2.89468,772-99-6420,65.9438,"863 Daniel Neck
West Tamiville, VT 64640",Clayton Choi,"Fleming, Mejia and Garcia",03/14/1936,M,B+,"57846 Lawrence Shoals Apt. 064
West Jenniferville, NV 69550",Black
571,married,6.07803,82.64313,1.0,6.00293,7.94417,47.85625,48.14262,7.08282,6.15315,8.43233,6.09796,N,7.14312,772-99-6420,74.37861,"863 Daniel Neck
West Tamiville, VT 64640",Clayton Choi,"Fleming, Mejia and Garcia",03/14/1936,M,B+,"57846 Lawrence Shoals Apt. 064
West Jenniferville, NV 69550",Black
572,divorced,3.76945,59.30399,0.0,5.01825,5.67129,67.50788,47.84844,5.52899,5.18808,6.05257,6.08194,N,2.21149,772-99-6420,64.71039,"863 Daniel Neck
West Tamiville, VT 64640",Clayton Choi,"Fleming, Mejia and Garcia",03/14/1936,M,B+,"57846 Lawrence Shoals Apt. 064
West Jenniferville, NV 69550",Black
573,divorced,7.6142,76.10304,1.0,3.41251,5.51319,43.42021,47.74994,2.90698,5.73379,8.71802,5.89665,N,9.06657,336-88-0392,47.35615,"8124 Jodi Stravenue
Smithville, CT 76657",Cheryl Burke,Wilkins LLC,10/12/1915,F,AB-,"802 Campbell Plain
Benjaminmouth, NM 30067",White
574,divorced,9.59362,93.18739,1.0,5.33129,5.88348,54.75743,54.46931,9.0651,6.50231,5.34448,3.55645,N,2.17554,336-88-0392,71.44261,"8124 Jodi Stravenue
Smithville, CT 76657",Cheryl Burke,Wilkins LLC,10/12/1915,F,AB-,"802 Campbell Plain
Benjaminmouth, NM 30067",White
575,separated,7.29352,73.86662,1.0,5.42185,5.38545,158.82433,45.92563,7.78895,5.47179,6.83284,7.52634,N,2.0215,336-88-0392,64.83067,"8124 Jodi Stravenue
Smithville, CT 76657",Cheryl Burke,Wilkins LLC,10/12/1915,F,AB-,"802 Campbell Plain
Benjaminmouth, NM 30067",White
576,widowed,4.68947,74.78663,1.0,1.65313,5.71496,29.54288,38.47707,5.31081,5.71679,7.87637,5.48587,Y,5.42096,336-88-0392,66.3057,"8124 Jodi Stravenue
Smithville, CT 76657",Cheryl Burke,Wilkins LLC,10/12/1915,F,AB-,"802 Campbell Plain
Benjaminmouth, NM 30067",White
577,divorced,6.82742,67.91229,1.0,4.06192,8.62866,84.08082,37.77024,4.93886,7.18697,6.98153,4.70963,N,2.98049,231-28-5603,70.33627,"111 Danny Track Suite 540
Lake James, MT 38869",Antonio Carlson,Lee and Sons,07/01/1969,M,O-,"687 Manuel Land Apt. 611
Larsonmouth, KY 82513",White
578,separated,6.82344,67.09441,1.0,5.84896,7.01909,62.28994,58.06311,6.18005,5.17787,5.62179,6.31725,Y,2.49633,231-28-5603,85.87181,"111 Danny Track Suite 540
Lake James, MT 38869",Antonio Carlson,Lee and Sons,07/01/1969,M,O-,"687 Manuel Land Apt. 611
Larsonmouth, KY 82513",White
579,single,5.1428,71.64523,0.0,4.88543,7.76465,73.51828,54.85428,4.48116,5.3371,4.59844,7.16932,N,3.20459,231-28-5603,67.27122,"111 Danny Track Suite 540
Lake James, MT 38869",Antonio Carlson,Lee and Sons,07/01/1969,M,O-,"687 Manuel Land Apt. 611
Larsonmouth, KY 82513",White
580,single,6.58215,82.89894,1.0,5.21217,7.36966,21.36098,78.24271,8.38595,6.07092,7.49791,5.7202,N,3.75024,684-89-4649,64.99731,"0099 Kimberly Pines Apt. 441
Bushland, MN 62010",John Valdez,"Gonzalez, Walker and Livingston",01/09/1948,M,A-,"2056 Coleman Lake Suite 701
Lake Laurenville, CA 95690",White
581,married,4.29063,73.74797,0.0,5.46524,7.79942,105.30084,40.00134,4.47088,5.58965,8.28793,7.70551,Y,5.77527,684-89-4649,67.18928,"0099 Kimberly Pines Apt. 441
Bushland, MN 62010",John Valdez,"Gonzalez, Walker and Livingston",01/09/1948,M,A-,"2056 Coleman Lake Suite 701
Lake Laurenville, CA 95690",White
582,nop,7.87418,71.57407,1.0,5.73252,7.22709,68.40532,38.65828,4.50235,7.12082,7.32886,6.22033,Y,3.70158,684-89-4649,66.25101,"0099 Kimberly Pines Apt. 441
Bushland, MN 62010",John Valdez,"Gonzalez, Walker and Livingston",01/09/1948,M,A-,"2056 Coleman Lake Suite 701
Lake Laurenville, CA 95690",White
583,divorced,7.09352,45.42494,1.0,3.9944,7.44395,49.19108,51.18295,6.68856,4.57726,6.57473,5.53234,Y,1.30868,371-48-8396,81.97316,"885 Heather Divide
Sherriberg, NH 58909",Patrick Mills,Myers-Smith,09/18/1994,M,B+,"00218 Donna Terrace Apt. 753
Johnsontown, TX 42527",White
584,single,6.89202,87.91284,1.0,5.49714,3.8014,66.70802,57.67748,5.30929,6.2561,8.14188,6.59122,N,5.8017,371-48-8396,66.8952,"885 Heather Divide
Sherriberg, NH 58909",Patrick Mills,Myers-Smith,09/18/1994,M,B+,"00218 Donna Terrace Apt. 753
Johnsontown, TX 42527",White
